order_id;user_id;order_date;time;order_hour_of_day;product_name;quantity;price;category;product_id
1017;414;25/08/2024;21:12:50;21;Biscuits;2;8.00;Snacks;SN004
1017;414;25/08/2024;21:12:50;21;Pastry;3;15.00;Bakery;BK004
1017;414;25/08/2024;21:12:50;21;Cake;3;45.00;Bakery;BK005
1018;492;09/12/2024;09:40:51;9;Bread;1;15.00;Bakery;BK001
1018;492;09/12/2024;09:40:51;9;Milk;3;20.00;Dairy & Eggs;DE001
1018;492;09/12/2024;09:40:51;9;Butter;3;25.00;Dairy & Eggs;DE002
1018;492;09/12/2024;09:40:51;9;Cheese;1;30.00;Dairy & Eggs;DE003
1019;263;04/09/2024;12:16:29;12;Rice;1;40.00;Grains & Staples;GS001
1019;263;04/09/2024;12:16:29;12;Cooking Oil;1;35.00;Grains & Staples;GS002
1019;263;04/09/2024;12:16:29;12;Spices;3;15.00;Grains & Staples;GS005
1019;263;04/09/2024;12:16:29;12;Tomato;2;8.00;Fruits & Vegetables;FV004
1019;263;04/09/2024;12:16:29;12;Shampoo;1;35.00;Personal Care;PC002
1020;202;05/04/2024;16:54:31;16;Chips;3;10.00;Snacks;SN001
1020;202;05/04/2024;16:54:31;16;Soda;1;8.00;Beverages;BV003
1020;202;05/04/2024;16:54:31;16;Chocolate;3;15.00;Snacks;SN002
1020;202;05/04/2024;16:54:31;16;Biscuits;1;8.00;Snacks;SN004
1021;319;27/12/2024;21:32:45;21;Diapers;2;80.00;Baby Care;BC001
1021;319;27/12/2024;21:32:45;21;Baby Wipes;1;15.00;Baby Care;BC002
1021;319;27/12/2024;21:32:45;21;Baby Food;1;30.00;Baby Care;BC003
1022;272;04/09/2024;12:36:02;12;Soap;3;15.00;Personal Care;PC001
1022;272;04/09/2024;12:36:02;12;Shampoo;3;35.00;Personal Care;PC002
1022;272;04/09/2024;12:36:02;12;Toothpaste;2;12.00;Personal Care;PC003
1023;284;30/04/2024;08:11:53;8;Detergent;3;30.00;Household;HH001
1023;284;30/04/2024;08:11:53;8;Floor Cleaner;3;20.00;Household;HH002
1023;284;30/04/2024;08:11:53;8;Dishwashing Liquid;2;18.00;Household;HH003
1023;284;30/04/2024;08:11:53;8;Toilet Paper;3;12.00;Household;HH005
1024;88;25/02/2024;08:19:52;8;Detergent;1;30.00;Household;HH001
1024;88;25/02/2024;08:19:52;8;Floor Cleaner;2;20.00;Household;HH002
1024;88;25/02/2024;08:19:52;8;Dishwashing Liquid;3;18.00;Household;HH003
1025;130;12/08/2024;08:22:51;8;Rice;2;40.00;Grains & Staples;GS001
1025;130;12/08/2024;08:22:51;8;Cooking Oil;2;35.00;Grains & Staples;GS002
1025;130;12/08/2024;08:22:51;8;Spices;3;15.00;Grains & Staples;GS005
1025;130;12/08/2024;08:22:51;8;Onion;1;7.00;Fruits & Vegetables;FV006
1025;130;12/08/2024;08:22:51;8;Potato;2;6.00;Fruits & Vegetables;FV005
1026;77;12/04/2024;12:14:40;12;Soap;2;15.00;Personal Care;PC001
1026;77;12/04/2024;12:14:40;12;Shampoo;2;35.00;Personal Care;PC002
1026;77;12/04/2024;12:14:40;12;Toothpaste;2;12.00;Personal Care;PC003
1026;77;12/04/2024;12:14:40;12;Toothbrush;3;10.00;Personal Care;PC004
1026;77;12/04/2024;12:14:40;12;Spices;2;15.00;Grains & Staples;GS005
1027;135;10/01/2024;19:31:52;19;Tea;1;10.00;Beverages;BV001
1027;135;10/01/2024;19:31:52;19;Sugar;1;12.00;Grains & Staples;GS004
1028;301;23/12/2024;17:07:28;17;Chips;3;10.00;Snacks;SN001
1028;301;23/12/2024;17:07:28;17;Soda;1;8.00;Beverages;BV003
1028;301;23/12/2024;17:07:28;17;Popcorn;3;12.00;Snacks;SN003
1028;301;23/12/2024;17:07:28;17;Biscuits;3;8.00;Snacks;SN004
1029;15;09/03/2024;19:05:00;19;Detergent;2;30.00;Household;HH001
1029;15;09/03/2024;19:05:00;19;Floor Cleaner;3;20.00;Household;HH002
1029;15;09/03/2024;19:05:00;19;Dishwashing Liquid;1;18.00;Household;HH003
1029;15;09/03/2024;19:05:00;19;Toilet Paper;2;12.00;Household;HH005
1030;252;09/09/2024;20:29:48;20;Detergent;2;30.00;Household;HH001
1030;252;09/09/2024;20:29:48;20;Floor Cleaner;3;20.00;Household;HH002
1030;252;09/09/2024;20:29:48;20;Dishwashing Liquid;1;18.00;Household;HH003
1030;252;09/09/2024;20:29:48;20;Tissue;3;8.00;Household;HH004
1030;252;09/09/2024;20:29:48;20;Toilet Paper;2;12.00;Household;HH005
1031;232;25/12/2024;18:31:04;18;Soap;3;15.00;Personal Care;PC001
1031;232;25/12/2024;18:31:04;18;Shampoo;1;35.00;Personal Care;PC002
1031;232;25/12/2024;18:31:04;18;Toothpaste;3;12.00;Personal Care;PC003
1031;232;25/12/2024;18:31:04;18;Toothbrush;2;10.00;Personal Care;PC004
1031;232;25/12/2024;18:31:04;18;Body Lotion;2;40.00;Personal Care;PC006
1032;486;29/11/2024;11:55:32;11;Bread;3;15.00;Bakery;BK001
1032;486;29/11/2024;11:55:32;11;Milk;3;20.00;Dairy & Eggs;DE001
1032;486;29/11/2024;11:55:32;11;Butter;3;25.00;Dairy & Eggs;DE002
1032;486;29/11/2024;11:55:32;11;Eggs;2;18.00;Dairy & Eggs;DE004
1032;486;29/11/2024;11:55:32;11;Yogurt;1;15.00;Dairy & Eggs;DE005
1033;105;29/01/2024;17:24:26;17;Rice;3;40.00;Grains & Staples;GS001
1033;105;29/01/2024;17:24:26;17;Cooking Oil;1;35.00;Grains & Staples;GS002
1033;105;29/01/2024;17:24:26;17;Spices;3;15.00;Grains & Staples;GS005
1033;105;29/01/2024;17:24:26;17;Onion;3;7.00;Fruits & Vegetables;FV006
1033;105;29/01/2024;17:24:26;17;Tomato;2;8.00;Fruits & Vegetables;FV004
1033;105;29/01/2024;17:24:26;17;Spinach;2;5.00;Fruits & Vegetables;FV007
1034;328;08/04/2024;13:10:57;13;Detergent;1;30.00;Household;HH001
1034;328;08/04/2024;13:10:57;13;Floor Cleaner;1;20.00;Household;HH002
1034;328;08/04/2024;13:10:57;13;Dishwashing Liquid;2;18.00;Household;HH003
1035;141;17/02/2024;10:06:31;10;Tea;2;10.00;Beverages;BV001
1035;141;17/02/2024;10:06:31;10;Sugar;3;12.00;Grains & Staples;GS004
1035;141;17/02/2024;10:06:31;10;Cookies;2;12.00;Bakery;BK003
1035;141;17/02/2024;10:06:31;10;Biscuits;2;8.00;Snacks;SN004
1036;418;14/06/2024;22:09:00;22;Diapers;2;80.00;Baby Care;BC001
1036;418;14/06/2024;22:09:00;22;Baby Wipes;3;15.00;Baby Care;BC002
1036;418;14/06/2024;22:09:00;22;Baby Food;2;30.00;Baby Care;BC003
1037;114;28/05/2024;12:15:53;12;Rice;1;40.00;Grains & Staples;GS001
1037;114;28/05/2024;12:15:53;12;Cooking Oil;1;35.00;Grains & Staples;GS002
1037;114;28/05/2024;12:15:53;12;Spices;1;15.00;Grains & Staples;GS005
1037;114;28/05/2024;12:15:53;12;Onion;1;7.00;Fruits & Vegetables;FV006
1038;34;26/06/2024;13:48:47;13;Rice;1;40.00;Grains & Staples;GS001
1038;34;26/06/2024;13:48:47;13;Cooking Oil;2;35.00;Grains & Staples;GS002
1038;34;26/06/2024;13:48:47;13;Spices;2;15.00;Grains & Staples;GS005
1038;34;26/06/2024;13:48:47;13;Onion;2;7.00;Fruits & Vegetables;FV006
1038;34;26/06/2024;13:48:47;13;Tomato;2;8.00;Fruits & Vegetables;FV004
1038;34;26/06/2024;13:48:47;13;Spinach;2;5.00;Fruits & Vegetables;FV007
1039;211;19/02/2024;17:57:20;17;Rice;3;40.00;Grains & Staples;GS001
1039;211;19/02/2024;17:57:20;17;Cooking Oil;1;35.00;Grains & Staples;GS002
1039;211;19/02/2024;17:57:20;17;Spices;3;15.00;Grains & Staples;GS005
1039;211;19/02/2024;17:57:20;17;Potato;3;6.00;Fruits & Vegetables;FV005
1039;211;19/02/2024;17:57:20;17;Tomato;3;8.00;Fruits & Vegetables;FV004
1040;228;17/07/2024;11:10:33;11;Soap;2;15.00;Personal Care;PC001
1040;228;17/07/2024;11:10:33;11;Shampoo;1;35.00;Personal Care;PC002
1040;228;17/07/2024;11:10:33;11;Toothpaste;3;12.00;Personal Care;PC003
1040;228;17/07/2024;11:10:33;11;Toothbrush;2;10.00;Personal Care;PC004
1040;228;17/07/2024;11:10:33;11;Face Wash;2;25.00;Personal Care;PC005
1041;108;26/03/2024;18:03:41;18;Coffee;1;25.00;Beverages;BV002
1041;108;26/03/2024;18:03:41;18;Sugar;1;12.00;Grains & Staples;GS004
1041;108;26/03/2024;18:03:41;18;Cookies;2;12.00;Bakery;BK003
1041;108;26/03/2024;18:03:41;18;Biscuits;3;8.00;Snacks;SN004
1041;108;26/03/2024;18:03:41;18;Pastry;3;15.00;Bakery;BK004
1042;493;13/03/2024;10:32:46;10;Soap;2;15.00;Personal Care;PC001
1042;493;13/03/2024;10:32:46;10;Shampoo;2;35.00;Personal Care;PC002
1042;493;13/03/2024;10:32:46;10;Toothpaste;1;12.00;Personal Care;PC003
1042;493;13/03/2024;10:32:46;10;Toothbrush;1;10.00;Personal Care;PC004
1043;451;04/10/2024;08:29:36;8;Chips;1;10.00;Snacks;SN001
1043;451;04/10/2024;08:29:36;8;Soda;3;8.00;Beverages;BV003
1043;451;04/10/2024;08:29:36;8;Popcorn;2;12.00;Snacks;SN003
1043;451;04/10/2024;08:29:36;8;Chocolate;1;15.00;Snacks;SN002
1044;377;19/09/2024;10:32:13;10;Chips;2;10.00;Snacks;SN001
1044;377;19/09/2024;10:32:13;10;Soda;2;8.00;Beverages;BV003
1044;377;19/09/2024;10:32:13;10;Popcorn;3;12.00;Snacks;SN003
1045;257;26/12/2024;10:20:08;10;Bread;3;15.00;Bakery;BK001
1045;257;26/12/2024;10:20:08;10;Milk;2;20.00;Dairy & Eggs;DE001
1045;257;26/12/2024;10:20:08;10;Cheese;3;30.00;Dairy & Eggs;DE003
1045;257;26/12/2024;10:20:08;10;Eggs;1;18.00;Dairy & Eggs;DE004
1045;257;26/12/2024;10:20:08;10;Yogurt;1;15.00;Dairy & Eggs;DE005
1046;305;25/04/2024;10:16:10;10;Rice;2;40.00;Grains & Staples;GS001
1046;305;25/04/2024;10:16:10;10;Cooking Oil;1;35.00;Grains & Staples;GS002
1046;305;25/04/2024;10:16:10;10;Spices;2;15.00;Grains & Staples;GS005
1046;305;25/04/2024;10:16:10;10;Onion;2;7.00;Fruits & Vegetables;FV006
1046;305;25/04/2024;10:16:10;10;Potato;2;6.00;Fruits & Vegetables;FV005
1046;305;25/04/2024;10:16:10;10;Tomato;2;8.00;Fruits & Vegetables;FV004
1046;305;25/04/2024;10:16:10;10;Spinach;2;5.00;Fruits & Vegetables;FV007
1046;305;25/04/2024;10:16:10;10;Tissue;1;8.00;Household;HH004
1047;416;05/08/2024;11:20:14;11;Chips;2;10.00;Snacks;SN001
1047;416;05/08/2024;11:20:14;11;Soda;2;8.00;Beverages;BV003
1047;416;05/08/2024;11:20:14;11;Popcorn;3;12.00;Snacks;SN003
1047;416;05/08/2024;11:20:14;11;Chocolate;1;15.00;Snacks;SN002
1048;144;20/10/2024;11:47:53;11;Rice;3;40.00;Grains & Staples;GS001
1048;144;20/10/2024;11:47:53;11;Cooking Oil;2;35.00;Grains & Staples;GS002
1048;144;20/10/2024;11:47:53;11;Spices;1;15.00;Grains & Staples;GS005
1048;144;20/10/2024;11:47:53;11;Potato;1;6.00;Fruits & Vegetables;FV005
1049;309;01/06/2024;11:33:43;11;Soap;3;15.00;Personal Care;PC001
1049;309;01/06/2024;11:33:43;11;Shampoo;2;35.00;Personal Care;PC002
1049;309;01/06/2024;11:33:43;11;Toothpaste;2;12.00;Personal Care;PC003
1049;309;01/06/2024;11:33:43;11;Toothbrush;3;10.00;Personal Care;PC004
1049;309;01/06/2024;11:33:43;11;Body Lotion;1;40.00;Personal Care;PC006
1050;295;22/04/2024;12:29:53;12;Bread;1;15.00;Bakery;BK001
1050;295;22/04/2024;12:29:53;12;Milk;3;20.00;Dairy & Eggs;DE001
1050;295;22/04/2024;12:29:53;12;Butter;3;25.00;Dairy & Eggs;DE002
1050;295;22/04/2024;12:29:53;12;Eggs;2;18.00;Dairy & Eggs;DE004
1051;221;24/01/2024;22:28:26;22;Rice;2;40.00;Grains & Staples;GS001
1051;221;24/01/2024;22:28:26;22;Cooking Oil;2;35.00;Grains & Staples;GS002
1051;221;24/01/2024;22:28:26;22;Spices;3;15.00;Grains & Staples;GS005
1051;221;24/01/2024;22:28:26;22;Potato;3;6.00;Fruits & Vegetables;FV005
1051;221;24/01/2024;22:28:26;22;Marker;2;10.00;Stationery;ST004
1052;475;08/12/2024;20:03:45;20;Diapers;1;80.00;Baby Care;BC001
1052;475;08/12/2024;20:03:45;20;Baby Wipes;3;15.00;Baby Care;BC002
1052;475;08/12/2024;20:03:45;20;Baby Food;3;30.00;Baby Care;BC003
1052;475;08/12/2024;20:03:45;20;Body Lotion;3;40.00;Personal Care;PC006
1053;324;11/10/2024;18:19:40;18;Coffee;1;25.00;Beverages;BV002
1053;324;11/10/2024;18:19:40;18;Sugar;3;12.00;Grains & Staples;GS004
1053;324;11/10/2024;18:19:40;18;Biscuits;1;8.00;Snacks;SN004
1053;324;11/10/2024;18:19:40;18;Pastry;2;15.00;Bakery;BK004
1054;413;19/03/2024;11:01:51;11;Bread;1;15.00;Bakery;BK001
1054;413;19/03/2024;11:01:51;11;Milk;2;20.00;Dairy & Eggs;DE001
1054;413;19/03/2024;11:01:51;11;Butter;3;25.00;Dairy & Eggs;DE002
1054;413;19/03/2024;11:01:51;11;Cheese;3;30.00;Dairy & Eggs;DE003
1054;413;19/03/2024;11:01:51;11;Yogurt;2;15.00;Dairy & Eggs;DE005
1055;67;08/02/2024;21:20:25;21;Detergent;3;30.00;Household;HH001
1055;67;08/02/2024;21:20:25;21;Floor Cleaner;2;20.00;Household;HH002
1055;67;08/02/2024;21:20:25;21;Dishwashing Liquid;2;18.00;Household;HH003
1055;67;08/02/2024;21:20:25;21;Soda;1;8.00;Beverages;BV003
1056;235;20/04/2024;20:45:39;20;Tea;1;10.00;Beverages;BV001
1056;235;20/04/2024;20:45:39;20;Sugar;2;12.00;Grains & Staples;GS004
1056;235;20/04/2024;20:45:39;20;Cookies;3;12.00;Bakery;BK003
1056;235;20/04/2024;20:45:39;20;Biscuits;1;8.00;Snacks;SN004
1056;235;20/04/2024;20:45:39;20;Cake;3;45.00;Bakery;BK005
1057;74;21/10/2024;22:09:57;22;Detergent;1;30.00;Household;HH001
1057;74;21/10/2024;22:09:57;22;Floor Cleaner;1;20.00;Household;HH002
1057;74;21/10/2024;22:09:57;22;Dishwashing Liquid;1;18.00;Household;HH003
1057;74;21/10/2024;22:09:57;22;Tissue;1;8.00;Household;HH004
1057;74;21/10/2024;22:09:57;22;Toilet Paper;3;12.00;Household;HH005
1058;26;26/05/2024;19:17:27;19;Detergent;3;30.00;Household;HH001
1058;26;26/05/2024;19:17:27;19;Floor Cleaner;1;20.00;Household;HH002
1058;26;26/05/2024;19:17:27;19;Dishwashing Liquid;2;18.00;Household;HH003
1058;26;26/05/2024;19:17:27;19;Toilet Paper;1;12.00;Household;HH005
1059;5;22/12/2024;15:47:46;15;Rice;3;40.00;Grains & Staples;GS001
1059;5;22/12/2024;15:47:46;15;Cooking Oil;1;35.00;Grains & Staples;GS002
1059;5;22/12/2024;15:47:46;15;Spices;1;15.00;Grains & Staples;GS005
1059;5;22/12/2024;15:47:46;15;Onion;3;7.00;Fruits & Vegetables;FV006
1059;5;22/12/2024;15:47:46;15;Potato;3;6.00;Fruits & Vegetables;FV005
1059;5;22/12/2024;15:47:46;15;Tomato;3;8.00;Fruits & Vegetables;FV004
1059;5;22/12/2024;15:47:46;15;Shampoo;1;35.00;Personal Care;PC002
1060;2;25/12/2024;09:47:08;9;Tea;2;10.00;Beverages;BV001
1060;2;25/12/2024;09:47:08;9;Sugar;3;12.00;Grains & Staples;GS004
1060;2;25/12/2024;09:47:08;9;Cookies;3;12.00;Bakery;BK003
1060;2;25/12/2024;09:47:08;9;Biscuits;3;8.00;Snacks;SN004
1060;2;25/12/2024;09:47:08;9;Pastry;2;15.00;Bakery;BK004
1060;2;25/12/2024;09:47:08;9;Toothpaste;3;12.00;Personal Care;PC003
1061;454;28/06/2024;22:42:38;22;Rice;1;40.00;Grains & Staples;GS001
1061;454;28/06/2024;22:42:38;22;Cooking Oil;1;35.00;Grains & Staples;GS002
1061;454;28/06/2024;22:42:38;22;Spices;2;15.00;Grains & Staples;GS005
1061;454;28/06/2024;22:42:38;22;Onion;3;7.00;Fruits & Vegetables;FV006
1061;454;28/06/2024;22:42:38;22;Potato;3;6.00;Fruits & Vegetables;FV005
1062;382;24/08/2024;18:07:41;18;Rice;1;40.00;Grains & Staples;GS001
1062;382;24/08/2024;18:07:41;18;Cooking Oil;2;35.00;Grains & Staples;GS002
1062;382;24/08/2024;18:07:41;18;Spices;3;15.00;Grains & Staples;GS005
1062;382;24/08/2024;18:07:41;18;Onion;3;7.00;Fruits & Vegetables;FV006
1062;382;24/08/2024;18:07:41;18;Tomato;2;8.00;Fruits & Vegetables;FV004
1063;83;07/07/2024;22:35:07;22;Soap;1;15.00;Personal Care;PC001
1063;83;07/07/2024;22:35:07;22;Shampoo;1;35.00;Personal Care;PC002
1063;83;07/07/2024;22:35:07;22;Toothpaste;3;12.00;Personal Care;PC003
1063;83;07/07/2024;22:35:07;22;Toothbrush;1;10.00;Personal Care;PC004
1064;230;26/05/2024;11:46:07;11;Chips;2;10.00;Snacks;SN001
1064;230;26/05/2024;11:46:07;11;Soda;3;8.00;Beverages;BV003
1064;230;26/05/2024;11:46:07;11;Popcorn;3;12.00;Snacks;SN003
1065;18;25/06/2024;11:31:44;11;Rice;3;40.00;Grains & Staples;GS001
1065;18;25/06/2024;11:31:44;11;Cooking Oil;1;35.00;Grains & Staples;GS002
1065;18;25/06/2024;11:31:44;11;Spices;3;15.00;Grains & Staples;GS005
1065;18;25/06/2024;11:31:44;11;Onion;1;7.00;Fruits & Vegetables;FV006
1065;18;25/06/2024;11:31:44;11;Tomato;3;8.00;Fruits & Vegetables;FV004
1065;18;25/06/2024;11:31:44;11;Spinach;2;5.00;Fruits & Vegetables;FV007
1065;18;25/06/2024;11:31:44;11;Orange;2;15.00;Fruits & Vegetables;FV003
1066;381;31/03/2024;18:50:28;18;Chips;2;10.00;Snacks;SN001
1066;381;31/03/2024;18:50:28;18;Soda;3;8.00;Beverages;BV003
1066;381;31/03/2024;18:50:28;18;Popcorn;1;12.00;Snacks;SN003
1067;383;06/08/2024;14:23:37;14;Tea;2;10.00;Beverages;BV001
1067;383;06/08/2024;14:23:37;14;Sugar;3;12.00;Grains & Staples;GS004
1067;383;06/08/2024;14:23:37;14;Cookies;1;12.00;Bakery;BK003
1068;389;25/09/2024;13:02:01;13;Rice;2;40.00;Grains & Staples;GS001
1068;389;25/09/2024;13:02:01;13;Cooking Oil;3;35.00;Grains & Staples;GS002
1068;389;25/09/2024;13:02:01;13;Spices;3;15.00;Grains & Staples;GS005
1068;389;25/09/2024;13:02:01;13;Onion;2;7.00;Fruits & Vegetables;FV006
1068;389;25/09/2024;13:02:01;13;Potato;2;6.00;Fruits & Vegetables;FV005
1068;389;25/09/2024;13:02:01;13;Spinach;3;5.00;Fruits & Vegetables;FV007
1069;267;23/09/2024;18:23:23;18;Chips;2;10.00;Snacks;SN001
1069;267;23/09/2024;18:23:23;18;Soda;3;8.00;Beverages;BV003
1069;267;23/09/2024;18:23:23;18;Popcorn;1;12.00;Snacks;SN003
1069;267;23/09/2024;18:23:23;18;Chocolate;3;15.00;Snacks;SN002
1070;355;27/03/2024;15:43:52;15;Rice;3;40.00;Grains & Staples;GS001
1070;355;27/03/2024;15:43:52;15;Cooking Oil;2;35.00;Grains & Staples;GS002
1070;355;27/03/2024;15:43:52;15;Spices;3;15.00;Grains & Staples;GS005
1070;355;27/03/2024;15:43:52;15;Tomato;2;8.00;Fruits & Vegetables;FV004
1071;41;30/09/2024;10:24:17;10;Rice;1;40.00;Grains & Staples;GS001
1071;41;30/09/2024;10:24:17;10;Cooking Oil;1;35.00;Grains & Staples;GS002
1071;41;30/09/2024;10:24:17;10;Spices;3;15.00;Grains & Staples;GS005
1071;41;30/09/2024;10:24:17;10;Onion;3;7.00;Fruits & Vegetables;FV006
1071;41;30/09/2024;10:24:17;10;Potato;3;6.00;Fruits & Vegetables;FV005
